time_s,x_m,y_m,speed_mps,speed_kph,yaw_deg,yaw_rate_deg_s,roll_deg,pitch_deg,fl_steer_deg,fr_steer_deg,fl_fx_n,fr_fx_n,fl_fy_n,fr_fy_n
0.34,-0.012551104977551106,-0.20540021327729394,0.676815485228591,2.4365357468229276,2.7003041564755685,6.114035909100442,-3.4228508811679883,-0.002039194450609351,60.00002571454079,97.9999617863253,-6737.8516245905985,5685.907951773512,6737.8516245905985,5685.907951773512
0.35000000000000003,-0.0120086125573009,-0.21197823816918931,0.6566680833913543,2.3640051002088756,2.7518937078711163,5.095525114849418,-3.1101860258332237,-0.011121750828058075,-97.9999617863253,-60.00002571454079,6530.580691286761,-5851.065555912264,6530.580691286761,5851.065555912264
0.36,-0.012459741702786816,-0.2183738444683662,0.6381788908453245,2.2974440070431683,2.807114200215626,5.344822759079551,-2.7813743191058076,-0.04228725926558749,60.00002571454079,97.9999617863253,-6248.682669064001,5988.816055941226,6248.682669064001,5988.816055941226
0.37,-0.01207640375544963,-0.22452668712519086,0.6139613241395274,2.210260766902299,2.8560788904898726,4.861783482887232,-2.4333464069046693,-0.04824623990627909,-97.9999617863253,-60.00002571454079,6066.4204367413795,-6160.803491999175,6066.4204367413795,6160.803491999175
0.38,-0.012679145937572071,-0.23052467009004793,0.600729372502618,2.162625741009425,2.910031402989174,5.274044459818205,-2.074328435419714,-0.07564797260135799,60.00002571454079,97.9999617863253,-5869.137021591621,6290.480785117296,5869.137021591621,6290.480785117296
0.39,-0.01246549824146081,-0.23627259535221334,0.573505688699242,2.0646204793172713,2.96254072975657,5.239575660678308,-1.7058708980294939,-0.07783373304021578,-97.9999617863253,-60.00002571454079,5771.485377300768,-6447.019621473089,5771.485377300768,6447.019621473089
0.4,-0.012754498520161472,-0.24213997405614546,0.586160071236358,2.110176256450889,2.9927566913959387,2.9479526660511297,-1.3325886817036376,-0.102121548575892,60.00002571454079,97.9999617863253,-5623.377822436926,6565.28952171623,-5623.377822436926,6565.28952171623
0.41000000000000003,-0.012232857613664511,-0.24775348963627228,0.5628369817172689,2.0262131341821683,3.026067343534212,3.305063734081653,-0.982529646320463,-0.11291245051908053,-97.9999617863253,-60.00002571454079,5549.511786903303,-6712.402372991604,5549.511786903303,6712.402372991604
0.42,-0.0127011291400847,-0.2532657677177366,0.5526521934274634,1.9895478963388684,3.066744158022446,4.013669288891975,-0.6306694465375082,-0.14405756034626596,60.00002571454079,97.9999617863253,-5409.1205554632,6824.953040683041,5409.1205554632,6824.953040683041
0.43,-0.012349529722095359,-0.2585141914130782,0.5257632507599522,1.8927477027358282,3.112884260840822,4.607124796422073,-0.2844815683756685,-0.15004590180298044,-97.9999617863253,-60.00002571454079,5365.299182966614,-6910.947366812845,5365.299182966614,6910.947366812845
0.44,-0.012543201132658437,-0.263900711276796,0.5390654875194104,1.9406357550698776,3.1394367205786846,2.641646317827984,0.05874524359515863,-0.177352035034698,60.00002571454079,97.9999617863253,-5256.219301636659,6955.862660325301,-5256.219301636659,6955.862660325301
0.45,-0.011914894380185384,-0.26902271583556236,0.5163310084134397,1.858791630288383,3.1737411652666108,3.431679593200136,0.3697536327084483,-0.18957640262680323,-97.9999617863253,-60.00002571454079,5226.007550754674,-7043.7430177901315,5226.007550754674,7043.7430177901315
0.46,-0.01228681042508472,-0.27407214572943134,0.5068507680367282,1.8246627649322218,3.2157548220466214,4.2220347079453076,0.6766658335291311,-0.22177586088445017,60.00002571454079,97.9999617863253,-5125.766844175537,7125.653436026876,5125.766844175537,7125.653436026876
0.47000000000000003,-0.011829340404032529,-0.27884964147825686,0.4806113376947063,1.7302008157009428,3.267104012914837,5.1417677155271715,0.9699023184851303,-0.22791077241820776,-97.9999617863253,-60.00002571454079,5125.0900101755215,-7202.698455970399,5125.0900101755215,7202.698455970399
0.48,-0.011946904026798093,-0.2837786683410658,0.4938899253542163,1.7780037312751786,3.3000392486207137,3.3377384876299043,1.2558983720339354,-0.2543255964732745,60.00002571454079,97.9999617863253,-5053.495460570793,7245.449297745865,-5053.495460570793,7245.449297745865
0.49,-0.010863986382965802,-0.2893267350339516,0.5661432490743098,2.038115696667515,3.3499146099640567,5.0087252580689645,1.5046455524268119,-0.2645621923038632,-97.9999617863253,-60.00002571454079,5061.93787485417,7320.336071979993,5061.93787485417,7320.336071979993
0.5,-0.01057527062715156,-0.29536477469796124,0.6053700897316141,2.179332323033811,3.4137075973532807,6.475959540744141,1.666393831289528,-0.30223770825539703,60.00002571454079,97.9999617863253,4995.946198132853,-7375.3457916516845,4995.946198132853,7375.3457916516845
0.51,-0.009708486622730007,-0.3006160964301017,0.5328694998576424,1.9183301994875128,3.516385041633955,10.306619908818504,1.7684695693252825,-0.3171485347159355,-97.9999617863253,-60.00002571454079,-5033.278166203464,-7416.835229119735,5033.278166203464,7416.835229119735
0.52,-0.009653492966363437,-0.3053471425851006,0.47364866506168724,1.705135194222074,3.6368353615561504,12.129020151323939,1.9149420188279493,-0.3462825670379318,60.00002571454079,97.9999617863253,5164.410547434041,7303.682272332909,5164.410547434041,7303.682272332909
